===== TABLE 1 =====
修订日期 | 版本 | 更改条款及内容 | 修订人
20250526 | 1.0 | 值域代码初版 | 裴卓
20250630 | 1.1 | 添加药品耗材服务项目值域 | 裴卓
20250703 | 1.2 | 修正LY.00.251 | 裴卓
20250725 | 1.3 | 新增：(1)LY.00.303 发生区域、(2)LY.00.304 相关因素类别 | 裴卓
20250806 | 1.4 | 删除值域： CV03.00.302 厨房排风设施类别代码表 CV03.00.303 燃料类型代码 CV03.00.115 饮水类别代码表 CV03.00.304 厕所类别代码表 LY.00.217 居住类型 LY.00.218 主要生活来源 LY.00.94 社会活动类型 LY.00.16 护理照顾情况代码 LY.00.15个人健康状况 LY.00.23 结案原因 LY.00.220 进餐评分代码 LY.00.221 梳洗评分代码 LY.00.222 穿衣评分代码 LY.00.223 活动评分代码 LY.00.219 如厕评分代码 LY.00.134中医保健指导代码 LY.00.171检查症状代码 LY.00.191老年人健康状态代码 LY.00.194老年人生活自理代码 LY.00.74 运动频率代码 LY.00.114 乳腺情况代码 LY.00.113 乳头（左）编码 LY.00.112 阴道代码 LY.00.56 罗音情况代码 LY.00.212 脑血管疾病情况代码 LY.00.121 肾脏疾病情况代码 LY.00.145 心脏疾病情况代码 LY.00.157血管疾病情况代码 LY.00.159 眼部疾病情况代码 LY.00.139 危险因素控制情况代码 LY.00.172 健教形式代码 LY.00.177 接收健康教育人员类别代码 LY.00.151 子宫颈临床表现代码 LY.00.185 附件症状代码 LY.00.169 既往史代码 LY.00.189 个人史代码 LY.00.123 孕产史代码 LY.00.115 胎盘娩出代码 LY.00.116 乳腺增生（左）编码 LY.00.118产时并发症 LY.00.35 健康指导情况代码 LY.00.163 出生情况代码 LY.00.199 家族成员所患疾病类别代码表 LY.00.225 母亲妊娠期间患病情况代码 LY.00.128 指导类型代码 LY.00.226 随访月龄代码 LY.00.168 公卫疾病诊断代码 LY.00.227公卫体弱原因类型代码 LY.00.229 体弱儿随访记录表评估代码 LY.00.170 家庭年人均收入代码 LY.00.230 转归类型代码 LY.00.124 诊断依据代码 LY.00.129 地点类型代码 LY.00.175 接生者类型代码 LY.00.130 死亡分类代码 LY.00.22 诊断级别代码 LY.00.141 未治疗原因代码 LY.00.14 其他心脑血管疾病危险因素代码 LY.00.13 并存的相关疾病代码 LY.00.232 高血压症状编码 LY.00.11 病人来源代码 LY.00.34 症状编码 LY.00.32 就业情况代码 LY.00.33 最近一次治疗效果 LY.00.28 危险行为代码 LY.00.25 失访原因 LY.00.27 危险级别编码 LY.00.122 生产劳动及工作编码 LY.00.29 治疗效果编码 LY.00.30 康复措施编码 LY.00.176 肺结核症状代码 LY.00.24 督导人员选择 LY.00.228 停止治疗原因代码 LY.00.43 疾病代码 LY.00.18 病人所属区域名称 LY.00.21 疾病分类代码 LY.00.8 信息类别名称 LY.00.119 事件等级代码 LY.00.224 医疗卫生机构类别代码 LY.00.10 事件信息来源代码 LY.00.150 主要症状代码 LY.00.7 信息类别 LY.00.44 父亲(母亲、兄弟姐妹、子女)患病代码 LY.00.45 饮酒频率代码 LY.00.127 指标数据来源 LY.00.132 随访次数代码 LY.00.136 特殊情况（左）编码 LY.00.137 体格发育评价代码 LY.00.138 外阴代码 LY.00.140 中医健康问答代码 LY.00.142 肿块（右）编码 LY.00.143 腺体（左）编码 LY.00.148 肿块（右）形状编码 LY.00.149 周围组织（左）编码 LY.00.155 新生儿听力筛查代码 LY.00.158 血流分布（左）编码 LY.00.160 边缘特征（左）编码 LY.00.162 病人处理过程代码 LY.00.164 初步诊断异常代码 LY.00.165 初步诊断印象编码 LY.00.167 从事专业类别代码 LY.00.173 导管内癌组织学特性（亚型）编码 LY.00.174 儿童体检年龄代码 LY.00.178 分泌物代码 LY.00.179 接种部位代码 LY.00.180 分泌物检查代码 LY.00.184 康复措施编码 LY.00.186 抗菌类药品分级 LY.00.187 钙化（左）内容编码 LY.00.188 可疑佝偻病体征代码 LY.00.190 口唇情况代码 LY.00.192 巩膜情况代码 LY.00.193 后方回声特征（左）编码 LY.00.195 累及其他组织情况编码 LY.00.196 患者类别编码 LY.00.197 淋巴管侵犯编码 LY.00.131 医疗卫生机构部门代码 LY.00.111 腺体（右）编码 LY.00.9 事件发生场所代码 LY.00.147 新生儿畸形代码 LY.00.213 皮肤编码 LY.00.214 全家每月总收入编码 LY.00.215 认识来源编码 LY.00.216 乳导管扩张（左）编码 LY.00.219 如厕评分 LY.00.251 肿瘤TNM分期代码 | 裴卓
20251021 | 1.5 | 1、LY.00.238 检查部位代码 (1)添加99-其它值域代码 2、LY.00.273 出入库方式 (1)添加07-退货出库值域代码 (2)添加99-其他出库值域代码 | 
20251129 | 1.6 | 1、新增LY.00.305 分娩方式； 2、新增LY.00.306 手术指征； 3、新增LY.00.307 分娩结局 | 

===== TABLE 2 =====
代码 | 名称 | 说明
513429 | 布拖县 | 
513430 | 金阳县 | 
513431 | 昭觉县 | 
513432 | 喜德县 | 
513433 | 冕宁县 | 
513434 | 越西县 | 
513435 | 甘洛县 | 
513436 | 美姑县 | 
513437 | 雷波县 | 
520000 | 贵州省 | 
520100 | 贵阳市 | 
520102 | 南明区 | 
520103 | 云岩区 | 
520111 | 花溪区 | 
520112 | 乌当区 | 
520113 | 白云区 | 
520115 | 观山湖区 | 
520121 | 开阳县 | 
520122 | 息烽县 | 
520123 | 修文县 | 
520181 | 清镇市 | 
520200 | 六盘水市 | 
520201 | 钟山区 | 
520203 | 六枝特区 | 
520204 | 水城区 | 
520281 | 盘州市 | 
520300 | 遵义市 | 
520302 | 红花岗区 | 
520303 | 汇川区 | 
520304 | 播州区 | 
520322 | 桐梓县 | 
520323 | 绥阳县 | 
520324 | 正安县 | 
520325 | 道真仡佬族苗族自治县 | 
520326 | 务川仡佬族苗族自治县 | 
520327 | 凤冈县 | 
520328 | 湄潭县 | 
520329 | 余庆县 | 
520330 | 习水县 | 
520381 | 赤水市 | 
520382 | 仁怀市 | 
520400 | 安顺市 | 
520402 | 西秀区 | 
520403 | 平坝区 | 
520422 | 普定县 | 
520423 | 镇宁布依族苗族自治县 | 
520424 | 关岭布依族苗族自治县 | 
520425 | 紫云苗族布依族自治县 | 
520500 | 毕节市 | 
520502 | 七星关区 | 
520521 | 大方县 | 
520523 | 金沙县 | 
520524 | 织金县 | 
520525 | 纳雍县 | 
520526 | 威宁彝族回族苗族自治县 | 
520527 | 赫章县 | 
520581 | 黔西市 | 
520600 | 铜仁市 | 
520602 | 碧江区 | 
520603 | 万山区 | 
520621 | 江口县 | 
520622 | 玉屏侗族自治县 | 
520623 | 石阡县 | 
520624 | 思南县 | 
520625 | 印江土家族苗族自治县 | 
520626 | 德江县 | 
520627 | 沿河土家族自治县 | 
520628 | 松桃苗族自治县 | 
522300 | 黔西南布依族苗族自治州 | 
522301 | 兴义市 | 
522302 | 兴仁市 | 
522323 | 普安县 | 
522324 | 晴隆县 | 
522325 | 贞丰县 | 
522326 | 望谟县 | 
522327 | 册亨县 | 
522328 | 安龙县 | 
522600 | 黔东南苗族侗族自治州 | 
522601 | 凯里市 | 
522622 | 黄平县 | 
522623 | 施秉县 | 
522624 | 三穗县 | 
522625 | 镇远县 | 
522626 | 岑巩县 | 
522627 | 天柱县 | 
522628 | 锦屏县 | 
522629 | 剑河县 | 
522630 | 台江县 | 
522631 | 黎平县 | 
522632 | 榕江县 | 
522633 | 从江县 | 
522634 | 雷山县 | 
522635 | 麻江县 | 
522636 | 丹寨县 | 
522700 | 黔南布依族苗族自治州 | 
522701 | 都匀市 | 
522702 | 福泉市 | 
522722 | 荔波县 | 
522723 | 贵定县 | 
522725 | 瓮安县 | 
522726 | 独山县 | 
522727 | 平塘县 | 
522728 | 罗甸县 | 
522729 | 长顺县 | 
522730 | 龙里县 | 
522731 | 惠水县 | 
522732 | 三都水族自治县 | 
530000 | 云南省 | 
530100 | 昆明市 | 
530102 | 五华区 | 
530103 | 盘龙区 | 
530111 | 官渡区 | 
530112 | 西山区 | 
530113 | 东川区 | 
530114 | 呈贡区 | 
530115 | 晋宁区 | 
530124 | 富民县 | 
530125 | 宜良县 | 
530126 | 石林彝族自治县 | 
530127 | 嵩明县 | 
530128 | 禄劝彝族苗族自治县 | 
530129 | 寻甸回族彝族自治县 | 
530181 | 安宁市 | 
530300 | 曲靖市 | 
530302 | 麒麟区 | 
530303 | 沾益区 | 
530304 | 马龙区 | 
530322 | 陆良县 | 
530323 | 师宗县 | 
530324 | 罗平县 | 
530325 | 富源县 | 
530326 | 会泽县 | 
530381 | 宣威市 | 
530400 | 玉溪市 | 
530402 | 红塔区 | 
530403 | 江川区 | 
530423 | 通海县 | 
530424 | 华宁县 | 
530425 | 易门县 | 
530426 | 峨山彝族自治县 | 
530427 | 新平彝族傣族自治县 | 
530428 | 元江哈尼族彝族傣族自治县 | 
530481 | 澄江市 | 
530500 | 保山市 | 
530502 | 隆阳区 | 
530521 | 施甸县 | 
530523 | 龙陵县 | 
530524 | 昌宁县 | 
530581 | 腾冲市 | 
530600 | 昭通市 | 
530602 | 昭阳区 | 
530621 | 鲁甸县 | 
530622 | 巧家县 | 
530623 | 盐津县 | 
530624 | 大关县 | 
530625 | 永善县 | 
530626 | 绥江县 | 
530627 | 镇雄县 | 
530628 | 彝良县 | 
530629 | 威信县 | 
530681 | 水富市 | 
530700 | 丽江市 | 
530702 | 古城区 | 
530721 | 玉龙纳西族自治县 | 
530722 | 永胜县 | 
530723 | 华坪县 | 
530724 | 宁蒗彝族自治县 | 
530800 | 普洱市 | 
530802 | 思茅区 | 
530821 | 宁洱哈尼族彝族自治县 | 
530822 | 墨江哈尼族自治县 | 
530823 | 景东彝族自治县 | 
530824 | 景谷傣族彝族自治县 | 
530825 | 镇沅彝族哈尼族拉祜族自治县 | 
530826 | 江城哈尼族彝族自治县 | 
530827 | 孟连傣族拉祜族佤族自治县 | 
530828 | 澜沧拉祜族自治县 | 
530829 | 西盟佤族自治县 | 
530900 | 临沧市 | 
530902 | 临翔区 | 
530921 | 凤庆县 | 
530922 | 云县 | 
530923 | 永德县 | 
530924 | 镇康县 | 
530925 | 双江拉祜族佤族布朗族傣族自治县 | 
530926 | 耿马傣族佤族自治县 | 
530927 | 沧源佤族自治县 | 
532300 | 楚雄彝族自治州 | 
532301 | 楚雄市 | 
532302 | 禄丰市 | 
532322 | 双柏县 | 
532323 | 牟定县 | 
532324 | 南华县 | 
532325 | 姚安县 | 
532326 | 大姚县 | 
532327 | 永仁县 | 
532328 | 元谋县 | 
532329 | 武定县 | 
532500 | 红河哈尼族彝族自治州 | 
532501 | 个旧市 | 
532502 | 开远市 | 
532503 | 蒙自市 | 
532504 | 弥勒市 | 
532523 | 屏边苗族自治县 | 
532524 | 建水县 | 
532525 | 石屏县 | 
532527 | 泸西县 | 
532528 | 元阳县 | 
532529 | 红河县 | 
532530 | 金平苗族瑶族傣族自治县 | 
532531 | 绿春县 | 
532532 | 河口瑶族自治县 | 
532600 | 文山壮族苗族自治州 | 
532601 | 文山市 | 
532622 | 砚山县 | 
532623 | 西畴县 | 
532624 | 麻栗坡县 | 
532625 | 马关县 | 
532626 | 丘北县 | 
532627 | 广南县 | 
532628 | 富宁县 | 
532800 | 西双版纳傣族自治州 | 
532801 | 景洪市 | 
532822 | 勐海县 | 
532823 | 勐腊县 | 
532900 | 大理白族自治州 | 
532901 | 大理市 | 
532922 | 漾濞彝族自治县 | 
532923 | 祥云县 | 
532924 | 宾川县 | 
532925 | 弥渡县 | 
532926 | 南涧彝族自治县 | 
532927 | 巍山彝族回族自治县 | 
532928 | 永平县 | 
532929 | 云龙县 | 
532930 | 洱源县 | 
532931 | 剑川县 | 
532932 | 鹤庆县 | 
533100 | 德宏傣族景颇族自治州 | 
533102 | 瑞丽市 | 
533103 | 芒市 | 
533122 | 梁河县 | 
533123 | 盈江县 | 
533124 | 陇川县 | 
533300 | 怒江傈僳族自治州 | 
533301 | 泸水市 | 
533323 | 福贡县 | 
533324 | 贡山独龙族怒族自治县 | 
533325 | 兰坪白族普米族自治县 | 
533400 | 迪庆藏族自治州 | 
533401 | 香格里拉市 | 
533422 | 德钦县 | 
533423 | 维西傈僳族自治县 | 
540000 | 西藏自治区 | 
540100 | 拉萨市 | 
540102 | 城关区 | 
540103 | 堆龙德庆区 | 
540104 | 达孜区 | 
540121 | 林周县 | 
540122 | 当雄县 | 
540123 | 尼木县 | 
540124 | 曲水县 | 
540127 | 墨竹工卡县 | 
540200 | 日喀则市 | 
540202 | 桑珠孜区 | 
540221 | 南木林县 | 
540222 | 江孜县 | 
540223 | 定日县 | 
540224 | 萨迦县 | 
540225 | 拉孜县 | 
540226 | 昂仁县 | 
540227 | 谢通门县 | 
540228 | 白朗县 | 
540229 | 仁布县 | 
540230 | 康马县 | 
540231 | 定结县 | 
540232 | 仲巴县 | 
540233 | 亚东县 | 
540234 | 吉隆县 | 
540235 | 聂拉木县 | 
540236 | 萨嘎县 | 
540237 | 岗巴县 | 
540300 | 昌都市 | 
540302 | 卡若区 | 
540321 | 江达县 | 
540322 | 贡觉县 | 
540323 | 类乌齐县 | 
540324 | 丁青县 | 
540325 | 察雅县 | 
540326 | 八宿县 | 
540327 | 左贡县 | 
540328 | 芒康县 | 
540329 | 洛隆县 | 
540330 | 边坝县 | 
540400 | 林芝市 | 
540402 | 巴宜区 | 
540421 | 工布江达县 | 
540422 | 米林县 | 
540423 | 墨脱县 | 
540424 | 波密县 | 
540425 | 察隅县 | 
540426 | 朗县 | 
540500 | 山南市 | 
540502 | 乃东区 | 
540521 | 扎囊县 | 
540522 | 贡嘎县 | 
540523 | 桑日县 | 
540524 | 琼结县 | 
540525 | 曲松县 | 
540526 | 措美县 | 
540527 | 洛扎县 | 
540528 | 加查县 | 
540529 | 隆子县 | 
540530 | 错那县 | 
540531 | 浪卡子县 | 
540600 | 那曲市 | 
540602 | 色尼区 | 
540621 | 嘉黎县 | 
540622 | 比如县 | 
540623 | 聂荣县 | 
540624 | 安多县 | 
540625 | 申扎县 | 
540626 | 索县 | 
540627 | 班戈县 | 
540628 | 巴青县 | 
540629 | 尼玛县 | 
540630 | 双湖县 | 
542500 | 阿里地区 | 
542521 | 普兰县 | 
542522 | 札达县 | 
542523 | 噶尔县 | 
542524 | 日土县 | 
542525 | 革吉县 | 
542526 | 改则县 | 
542527 | 措勤县 | 
610000 | 陕西省 | 
610100 | 西安市 | 
610102 | 新城区 | 
610103 | 碑林区 | 
610104 | 莲湖区 | 
610111 | 灞桥区 | 
610112 | 未央区 | 
610113 | 雁塔区 | 
610114 | 阎良区 | 
610115 | 临潼区 | 
610116 | 长安区 | 
610117 | 高陵区 | 
610118 | 鄠邑区 | 
610122 | 蓝田县 | 
610124 | 周至县 | 
610200 | 铜川市 | 
610202 | 王益区 | 
610203 | 印台区 | 
610204 | 耀州区 | 
610222 | 宜君县 | 
610300 | 宝鸡市 | 
610302 | 渭滨区 | 
610303 | 金台区 | 
610304 | 陈仓区 | 
610305 | 凤翔区 | 
610323 | 岐山县 | 
610324 | 扶风县 | 
610326 | 眉县 | 
610327 | 陇县 | 
610328 | 千阳县 | 
610329 | 麟游县 | 
610330 | 凤县 | 
610331 | 太白县 | 
610400 | 咸阳市 | 
610402 | 秦都区 | 
610403 | 杨陵区 | 
610404 | 渭城区 | 
610422 | 三原县 | 
610423 | 泾阳县 | 
610424 | 乾县 | 
610425 | 礼泉县 | 
610426 | 永寿县 | 
610428 | 长武县 | 
610429 | 旬邑县 | 
610430 | 淳化县 | 
610431 | 武功县 | 
610481 | 兴平市 | 
610482 | 彬州市 | 
610500 | 渭南市 | 
610502 | 临渭区 | 
610503 | 华州区 | 
610522 | 潼关县 | 
610523 | 大荔县 | 
610524 | 合阳县 | 
610525 | 澄城县 | 
610526 | 蒲城县 | 
610527 | 白水县 | 
610528 | 富平县 | 
610581 | 韩城市 | 
610582 | 华阴市 | 
610600 | 延安市 | 
610602 | 宝塔区 | 
610603 | 安塞区 | 
610621 | 延长县 | 
610622 | 延川县 | 
610625 | 志丹县 | 
610626 | 吴起县 | 
610627 | 甘泉县 | 
610628 | 富县 | 
610629 | 洛川县 | 
610630 | 宜川县 | 
610631 | 黄龙县 | 
610632 | 黄陵县 | 
610681 | 子长市 | 
610700 | 汉中市 | 
610702 | 汉台区 | 
610703 | 南郑区 | 
610722 | 城固县 | 
610723 | 洋县 | 
610724 | 西乡县 | 
610725 | 勉县 | 
610726 | 宁强县 | 
610727 | 略阳县 | 
610728 | 镇巴县 | 
610729 | 留坝县 | 
610730 | 佛坪县 | 
610800 | 榆林市 | 
610802 | 榆阳区 | 
610803 | 横山区 | 
610822 | 府谷县 | 
610824 | 靖边县 | 
610825 | 定边县 | 
610826 | 绥德县 | 
610827 | 米脂县 | 
610828 | 佳县 | 
610829 | 吴堡县 | 
610830 | 清涧县 | 
610831 | 子洲县 | 
610881 | 神木市 | 
610900 | 安康市 | 
610902 | 汉滨区 | 
610921 | 汉阴县 | 
610922 | 石泉县 | 
610923 | 宁陕县 | 
610924 | 紫阳县 | 
610925 | 岚皋县 | 
610926 | 平利县 | 
610927 | 镇坪县 | 
610929 | 白河县 | 
610981 | 旬阳市 | 
611000 | 商洛市 | 
611002 | 商州区 | 
611021 | 洛南县 | 
611022 | 丹凤县 | 
611023 | 商南县 | 
611024 | 山阳县 | 
611025 | 镇安县 | 
611026 | 柞水县 | 
620000 | 甘肃省 | 
620100 | 兰州市 | 
620102 | 城关区 | 
620103 | 七里河区 | 
620104 | 西固区 | 
620105 | 安宁区 | 
620111 | 红古区 | 
620121 | 永登县 | 
620122 | 皋兰县 | 
620123 | 榆中县 | 
620200 | 嘉峪关市 | 
620300 | 金昌市 | 
620302 | 金川区 | 
620321 | 永昌县 | 
620400 | 白银市 | 
620402 | 白银区 | 
620403 | 平川区 | 
620421 | 靖远县 | 
620422 | 会宁县 | 
620423 | 景泰县 | 
620500 | 天水市 | 
620502 | 秦州区 | 
620503 | 麦积区 | 
620521 | 清水县 | 
620522 | 秦安县 | 
620523 | 甘谷县 | 
620524 | 武山县 | 
620525 | 张家川回族自治县 | 
620600 | 武威市 | 
620602 | 凉州区 | 
620621 | 民勤县 | 
620622 | 古浪县 | 
620623 | 天祝藏族自治县 | 
620700 | 张掖市 | 
620702 | 甘州区 | 
620721 | 肃南裕固族自治县 | 
620722 | 民乐县 | 
620723 | 临泽县 | 
620724 | 高台县 | 
620725 | 山丹县 | 
620800 | 平凉市 | 
620802 | 崆峒区 | 
620821 | 泾川县 | 
620822 | 灵台县 | 
620823 | 崇信县 | 
620825 | 庄浪县 | 
620826 | 静宁县 | 
620881 | 华亭市 | 
620900 | 酒泉市 | 
620902 | 肃州区 | 
620921 | 金塔县 | 
620922 | 瓜州县 | 
620923 | 肃北蒙古族自治县 | 
620924 | 阿克塞哈萨克族自治县 | 
620981 | 玉门市 | 
620982 | 敦煌市 | 
621000 | 庆阳市 | 
621002 | 西峰区 | 
621021 | 庆城县 | 
621022 | 环县 | 
621023 | 华池县 | 
621024 | 合水县 | 
621025 | 正宁县 | 
621026 | 宁县 | 
621027 | 镇原县 | 
621100 | 定西市 | 
621102 | 安定区 | 
621121 | 通渭县 | 
621122 | 陇西县 | 
621123 | 渭源县 | 
621124 | 临洮县 | 
621125 | 漳县 | 
621126 | 岷县 | 
621200 | 陇南市 | 
621202 | 武都区 | 
621221 | 成县 | 
621222 | 文县 | 
621223 | 宕昌县 | 
621224 | 康县 | 
621225 | 西和县 | 
621226 | 礼县 | 
621227 | 徽县 | 
621228 | 两当县 | 
622900 | 临夏回族自治州 | 
622901 | 临夏市 | 
622921 | 临夏县 | 
622922 | 康乐县 | 
622923 | 永靖县 | 
622924 | 广河县 | 
622925 | 和政县 | 
622926 | 东乡族自治县 | 
622927 | 积石山保安族东乡族撒拉族自治县 | 
623000 | 甘南藏族自治州 | 
623001 | 合作市 | 
623021 | 临潭县 | 
623022 | 卓尼县 | 
623023 | 舟曲县 | 
623024 | 迭部县 | 
623025 | 玛曲县 | 
623026 | 碌曲县 | 
623027 | 夏河县 | 
630000 | 青海省 | 
630100 | 西宁市 | 
630102 | 城东区 | 
630103 | 城中区 | 
630104 | 城西区 | 
630105 | 城北区 | 
630106 | 湟中区 | 
630121 | 大通回族土族自治县 | 
630123 | 湟源县 | 
630200 | 海东市 | 
630202 | 乐都区 | 
630203 | 平安区 | 
630222 | 民和回族土族自治县 | 
630223 | 互助土族自治县 | 
630224 | 化隆回族自治县 | 
630225 | 循化撒拉族自治县 | 
632200 | 海北藏族自治州 | 
632221 | 门源回族自治县 | 
632222 | 祁连县 | 
632223 | 海晏县 | 
632224 | 刚察县 | 
632300 | 黄南藏族自治州 | 
632301 | 同仁市 | 
632322 | 尖扎县 | 
632323 | 泽库县 | 
632324 | 河南蒙古族自治县 | 
632500 | 海南藏族自治州 | 
632521 | 共和县 | 
632522 | 同德县 | 
632523 | 贵德县 | 
632524 | 兴海县 | 
632525 | 贵南县 | 
632600 | 果洛藏族自治州 | 
632621 | 玛沁县 | 
632622 | 班玛县 | 
632623 | 甘德县 | 
632624 | 达日县 | 
632625 | 久治县 | 
632626 | 玛多县 | 
632700 | 玉树藏族自治州 | 
632701 | 玉树市 | 
632722 | 杂多县 | 
632723 | 称多县 | 
632724 | 治多县 | 
632725 | 囊谦县 | 
632726 | 曲麻莱县 | 
632800 | 海西蒙古族藏族自治州 | 
632801 | 格尔木市 | 
632802 | 德令哈市 | 
632803 | 茫崖市 | 
632821 | 乌兰县 | 
632822 | 都兰县 | 
632823 | 天峻县 | 
640000 | 宁夏回族自治区 | 
640100 | 银川市 | 
640104 | 兴庆区 | 
640105 | 西夏区 | 
640106 | 金凤区 | 
640121 | 永宁县 | 
640122 | 贺兰县 | 
640181 | 灵武市 | 
640200 | 石嘴山市 | 
640202 | 大武口区 | 
640205 | 惠农区 | 
640221 | 平罗县 | 
640300 | 吴忠市 | 
640302 | 利通区 | 
640303 | 红寺堡区 | 
640323 | 盐池县 | 
640324 | 同心县 | 
640381 | 青铜峡市 | 
640400 | 固原市 | 
640402 | 原州区 | 
640422 | 西吉县 | 
640423 | 隆德县 | 
640424 | 泾源县 | 
640425 | 彭阳县 | 
640500 | 中卫市 | 
640502 | 沙坡头区 | 
640521 | 中宁县 | 
640522 | 海原县 | 
650000 | 新疆维吾尔自治区 | 
650100 | 乌鲁木齐市 | 
650102 | 天山区 | 
650103 | 沙依巴克区 | 
650104 | 新市区 | 
650105 | 水磨沟区 | 
650106 | 头屯河区 | 
650107 | 达坂城区 | 
650109 | 米东区 | 
650121 | 乌鲁木齐县 | 
650200 | 克拉玛依市 | 
650202 | 独山子区 | 
650203 | 克拉玛依区 | 
650204 | 白碱滩区 | 
650205 | 乌尔禾区 | 
650400 | 吐鲁番市 | 
650402 | 高昌区 | 
650421 | 鄯善县 | 
650422 | 托克逊县 | 
650500 | 哈密市 | 
650502 | 伊州区 | 
650521 | 巴里坤哈萨克自治县 | 
650522 | 伊吾县 | 
652300 | 昌吉回族自治州 | 
652301 | 昌吉市 | 
652302 | 阜康市 | 
652323 | 呼图壁县 | 
652324 | 玛纳斯县 | 
652325 | 奇台县 | 
652327 | 吉木萨尔县 | 
652328 | 木垒哈萨克自治县 | 
652700 | 博尔塔拉蒙古自治州 | 
652701 | 博乐市 | 
652702 | 阿拉山口市 | 
652722 | 精河县 | 
652723 | 温泉县 | 
652800 | 巴音郭楞蒙古自治州 | 
652801 | 库尔勒市 | 
652822 | 轮台县 | 
652823 | 尉犁县 | 
652824 | 若羌县 | 
652825 | 且末县 | 
652826 | 焉耆回族自治县 | 
652827 | 和静县 | 
652828 | 和硕县 | 
652829 | 博湖县 | 
652900 | 阿克苏地区 | 
652901 | 阿克苏市 | 
652902 | 库车市 | 
652922 | 温宿县 | 
652924 | 沙雅县 | 
652925 | 新和县 | 
652926 | 拜城县 | 
652927 | 乌什县 | 
652928 | 阿瓦提县 | 
652929 | 柯坪县 | 
653000 | 克孜勒苏柯尔克孜自治州 | 
653001 | 阿图什市 | 
653022 | 阿克陶县 | 
653023 | 阿合奇县 | 
653024 | 乌恰县 | 
653100 | 喀什地区 | 
653101 | 喀什市 | 
653121 | 疏附县 | 
653122 | 疏勒县 | 
653123 | 英吉沙县 | 
653124 | 泽普县 | 
653125 | 莎车县 | 
653126 | 叶城县 | 
653127 | 麦盖提县 | 
653128 | 岳普湖县 | 
653129 | 伽师县 | 
653130 | 巴楚县 | 
653131 | 塔什库尔干塔吉克自治县 | 
653200 | 和田地区 | 
653201 | 和田市 | 
653221 | 和田县 | 
653222 | 墨玉县 | 
653223 | 皮山县 | 
653224 | 洛浦县 | 
653225 | 策勒县 | 
653226 | 于田县 | 
653227 | 民丰县 | 
654000 | 伊犁哈萨克自治州 | 
654002 | 伊宁市 | 
654003 | 奎屯市 | 
654004 | 霍尔果斯市 | 
654021 | 伊宁县 | 
654022 | 察布查尔锡伯自治县 | 
654023 | 霍城县 | 
654024 | 巩留县 | 
654025 | 新源县 | 
654026 | 昭苏县 | 
654027 | 特克斯县 | 
654028 | 尼勒克县 | 
654200 | 塔城地区 | 
654201 | 塔城市 | 
654202 | 乌苏市 | 
654203 | 沙湾市 | 
654221 | 额敏县 | 
654224 | 托里县 | 
654225 | 裕民县 | 
654226 | 和布克赛尔蒙古自治县 | 
654300 | 阿勒泰地区 | 
654301 | 阿勒泰市 | 
654321 | 布尔津县 | 
654322 | 富蕴县 | 
654323 | 福海县 | 
654324 | 哈巴河县 | 
654325 | 青河县 | 
654326 | 吉木乃县 | 
659001 | 石河子市 | 
659002 | 阿拉尔市 | 
659003 | 图木舒克市 | 
659004 | 五家渠市 | 
659005 | 北屯市 | 
659006 | 铁门关市 | 
659007 | 双河市 | 
659008 | 可克达拉市 | 
659009 | 昆玉市 | 
659010 | 胡杨河市 | 
659011 | 新星市 | 
710000 | 台湾省 | 
810000 | 香港特别行政区 | 
820000 | 澳门特别行政区 | 

===== TABLE 11 =====
代码 | 名称 | 说明
0 | 本人或户主 | 
1 | 配偶 | 
2 | 子 | 
3 | 女 | 
4 | 孙子、孙女或外孙子、外孙女 | 
5 | 父母 | 
6 | 祖父母或外祖父母 | 
7 | 兄、弟、姐、妹 | 
9 | 其他 | 

===== TABLE 12 =====
代码 | 名称 | 说明
10 | 中央 | 包括全国人大常委会，中共中央，国务院各部委及其所属机构，国务院各直属机构、办事机构及其所属机构
20 | 省 | 包括自治区、直辖市
40 | 市、地区 | 包括自治州、盟、省辖市、直辖市辖区(县)
50 | 县 | 包括地(州、盟)辖市、省辖市辖区、自治县(旗)、旗、县级市
60 | 街道、镇、乡 | 
61 | 街道 | 
62 | 镇 | 
63 | 乡 | 
70 | 居民、村民委员会 | 
71 | 居民委员会 | 
72 | 村民委员会 | 
90 | 其他 | 

===== TABLE 13 =====
代码 | 名称 | 说明
1 | 名誉博士 | 
2 | 博士 | 
3 | 硕士 | 
4 | 学士 | 
201 | 哲学博士学位 | 
202 | 经济学博士学位 | 
203 | 法学博士学位 | 
204 | 教育学博士学位 | 
205 | 文学博士学位 | 
206 | 历史学博士学位 | 
207 | 理学博士学位 | 
208 | 工学博士学位 | 
209 | 农学博士学位 | 
210 | 医学博士学位 | 
211 | 军事学博士学位 | 
212 | 管理学博士学位 | 
245 | 临床医学博士专业学位 | 
248 | 兽医博士专业学位 | 
250 | 口腔医学博士专业学位 | 
301 | 哲学硕士学位 | 
302 | 经济学硕士学位 | 
303 | 法学硕士学位 | 
304 | 教育学硕士学位 | 
305 | 文学硕士学位 | 
306 | 历史学硕士学位 | 
307 | 理学硕士学位 | 
308 | 工学硕士学位 | 
309 | 农学硕士学位 | 
310 | 医学硕士学位 | 
311 | 军事学硕士学位 | 
312 | 管理学硕士学位 | 
341 | 法律硕士专业学位 | 
342 | 教育硕士专业学位 | 
